"name" "iF" "mF" "oF" "nF" "vF" "iM" "mM" "oM" "nM" "vM" "iN" "mN" "oN" "nN" "vN" "iA" "mA" "oA" "nA" "vA" "iFM" "mFM" "oFM" "nFM" "vFM" "iMN" "mMN" "oMN" "nMN" "vMN" "iFN" "mFN" "oFN" "nFN" "vFN" "notesF" "notesM" "notesN" "language" "int" "mouth" "nasal" "height" "front" "asp" "glot" "onset" "vC" "iC" "oC" "nC" "mC"
"67" "short_clip_Icelandic_RSG_20110811_collegegirls_00_11_52" "x" "x" "x" "x" "x" "f" "o" "x" "x" "a" "f" "o" "x" "n" "a" "False" "False" "True" "False" "False" "False" "False" "True" "True" "False" "True" "True" "True" "False" "True" "False" "False" "True" "False" "False" NA "g: overlap." NA "Icelandic" NA NA NA NA NA NA NA NA "x a a" "x f f" "x x x" "x x n" "x o o"
"68" "short_clip_Icelandic_RSG_20110811_collegegirls_00_26_32" "f" "o" "h" "n" "a" "f" "o" "x" "n" "a" "f" "o" "h" "n" "a" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "True" "True" "True" NA "o: difficult to hear could be h." NA "Icelandic" -3 2 3 0 0 NA NA NA "a a a" "f f f" "h x h" "n n n" "o o o"
"69" "short_clip_Icelandic_RSG_20110813_party_00_13_27" "x" "x" "x" "x" "x" "f" "o" "x" "n" "a" "f" "o" "z" "n" "a" "False" "False" "False" "False" "False" "False" "False" "True" "False" "False" "True" "True" "False" "True" "True" "False" "False" "False" "False" "False" NA "o: inaudible due to overlap. v: higher." NA "Icelandic" NA NA NA NA NA NA NA NA "x a a" "x f f" "x x z" "x n n" "x o o"
"70" "short_clip_Icelandic_RSG_20110813_party_00_16_44" "f" "o" "h" "o" "a" "f" "o" "x" "n" "a" "f" "o" "h" "n" "a" "True" "True" "False" "False" "True" "True" "True" "False" "False" "True" "True" "True" "False" "True" "True" "True" "True" "True" "False" "True" NA "o: feel like h but really don't hear it due to overlap." NA "Icelandic" -3 2 2 0 0 NA NA NA "a a a" "f f f" "h x h" "o n n" "o o o"
"71" "short_clip_Icelandic_RSG_20110813_party_00_32_31" "f" "o" "h" "o" "a" "f" "o" "h" "n" "a" "f" "o" "h" "n" "a" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "True" "True" "True" "True" "True" "False" "True" NA "o: quite abrupt, aspiration difficult to hear." NA "Icelandic" -3 2 2 0 0 3 NA 3 "a a a" "f f f" "h h h" "o n n" "o o o"
"72" "short_clip_Icelandic_RSG_201203april_DinnerParty_21_30" "f" "o" "g" "o" "a" "f" "o" "h" "n" "@" "f" "o" "z" "n" "a" "True" "True" "False" "False" "False" "True" "True" "False" "False" "False" "True" "True" "False" "True" "False" "True" "True" "False" "False" "True" NA "v: bit lower and fronter, but not quite E or a." NA "Icelandic" -3 2 2 1 0 NA NA 0 "a @ a" "f f f" "g h z" "o n n" "o o o"
"73" "short_clip_Icelandic_RSG_201204april_MotherDaughterLunch_11_41" "f" "o" "g" "o" "a" "f" "o" "x" "n" "a" "f" "o" "z" "n" "a" "True" "True" "False" "False" "True" "True" "True" "False" "False" "True" "True" "True" "False" "True" "True" "True" "True" "False" "False" "True" NA "v: but higher and more central." NA "Icelandic" -3 2 2 0 0 NA NA NA "a a a" "f f f" "g x z" "o n n" "o o o"
"74" "short_clip_Icelandic_RSG_CouplePlayingCards2_00_08_49" "f" "o" "z" "n" "@" "f" "c" "z" "n" "x" "f" "i" "h" "n" "@" "True" "False" "False" "True" "False" "True" "False" "True" "True" "False" "True" "False" "False" "True" "False" "True" "False" "False" "True" "True" NA NA NA "Icelandic" -3 -1 3 NA NA 1 NA 1 "@ x @" "f f f" "z z h" "n n n" "o c i"
"75" "short_clip_Icelandic_RSG_SeniorCitizens_00_17_14" "f" "o" "z" "n" "@" "f" "i" "z" "n" "x" "f" "o" "z" "n" "@" "True" "False" "True" "True" "False" "True" "False" "True" "True" "False" "True" "False" "True" "True" "False" "True" "True" "True" "True" "True" NA "v: inaudible due to closure is i." "v: low, could be a" "Icelandic" -3 1 3 NA NA 0 0 0 "@ x @" "f f f" "z z z" "n n n" "o i o"
"76" "short_clip_Icelandic_RSG_SeniorCitizens_00_21_23" "f" "o" "z" "o" "@" "f" "o" "z" "n" "E" "f" "o" "z" "n" "E" "True" "True" "True" "False" "False" "True" "True" "True" "False" "False" "True" "True" "True" "True" "True" "True" "True" "True" "False" "False" NA "p: very low pitch." NA "Icelandic" -3 2 2 1 2 0 0 0 "@ E E" "f f f" "z z z" "o n n" "o o o"
"77" "short_clip_Icelandic_RSG_SeniorCitizens_00_29_20" "f" "o" "z" "o" "@" "f" "o" "z" "n" "E" "f" "o" "z" "n" "@" "True" "True" "True" "False" "False" "True" "True" "True" "False" "False" "True" "True" "True" "True" "False" "True" "True" "True" "False" "True" NA "v: but bit lower." NA "Icelandic" -3 2 2 2 1 0 0 0 "@ E @" "f f f" "z z z" "o n n" "o o o"
"78" "short_clip_Icelandic_RSG_TwoGirls_20112712_00_39" "f" "o" "z" "n" "a" "f" "o" "z" "n" "a" "f" "o" "z" "n" "a" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" NA NA NA "Icelandic" -3 2 3 0 0 0 0 0 "a a a" "f f f" "z z z" "n n n" "o o o"
"79" "short_clip_Icelandic_RSG_TwoGirls_20112712_01_08" "f" "o" "h" "o" "a" "l" "o" "h" "o" "a" "f" "o" "h" "n" "a" "False" "True" "True" "False" "True" "False" "True" "True" "True" "True" "False" "True" "True" "False" "True" "True" "True" "True" "False" "True" NA "v: bit higher." NA "Icelandic" -2 2 1 0 0 3 NA 3 "a a a" "f l f" "h h h" "o o n" "o o o"
"80" "short_clip_Italian_BiscottiPome01_00_04_26_340" "r" "o" "z" "n" "@" "r" "o" "x" "n" "a" "r" "o" "z" "n" "a" "True" "True" "False" "True" "False" "True" "True" "False" "True" "False" "True" "True" "False" "True" "True" "True" "True" "True" "True" "False" NA "v: but bit more central than this." NA "Italian" 3 2 3 1 0 NA NA NA "@ a a" "r r r" "z x z" "n n n" "o o o"
"81" "short_clip_Italian_BiscottiPome01_00_36_04_747" "r" "o" "z" "n" "E" "r" "o" "z" "n" "E" "r" "o" "z" "n" "E" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" NA "v: bit lower and more central." NA "Italian" 3 2 3 0 3 0 0 0 "E E E" "r r r" "z z z" "n n n" "o o o"
"82" "short_clip_Italian_BiscottiPome01_00_36_55_943" "r" "o" "g" "n" "E" "r" "o" "g" "n" "E" "r" "o" "g" "n" "E" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" NA NA NA "Italian" 3 2 3 0 3 NA 3 -3 "E E E" "r r r" "g g g" "n n n" "o o o"
"83" "short_clip_Italian_DopoProve10_00_03_31" "r" "o" "z" "n" "@" "r" "c" "g" "n" "x" "r" "o" "z" "n" "E" "True" "False" "False" "True" "False" "True" "False" "False" "True" "False" "True" "False" "False" "True" "False" "True" "True" "True" "True" "False" NA NA NA "Italian" 3 0 3 NA NA NA 1 -1 "@ x E" "r r r" "z g z" "n n n" "o c o"
"84" "short_clip_Italian_DopoProve10_00_16_32_465" "r" "c" "z" "n" "x" "r" "c" "x" "n" "x" "r" "o" "g" "n" "a" "True" "False" "False" "True" "False" "True" "True" "False" "True" "True" "True" "False" "False" "True" "False" "True" "False" "False" "True" "False" NA "o: inaudible due to overlap." "v: could be E" "Italian" 3 -2 3 NA NA NA NA NA "x x a" "r r r" "z x g" "n n n" "c c o"
"85" "short_clip_Italian_DopoProve10_00_17_35_851" "r" "o" "z" "o" "e" "r" "o" "z" "n" "E" "r" "o" "z" "n" "E" "True" "True" "True" "False" "False" "True" "True" "True" "False" "False" "True" "True" "True" "True" "True" "True" "True" "True" "False" "False" NA "p: extreme rise." "v: could be e, low" "Italian" 3 2 2 1 3 0 0 0 "e E E" "r r r" "z z z" "o n n" "o o o"
"86" "short_clip_Italian_DopoProve10_00_29_20_892" "r" "o" "z" "n" "e" "r" "o" "z" "n" "E" "r" "o" "z" "n" "e" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "True" NA "v: bit more central than crystal clear E also bc of nasalization." "v: could be E" "Italian" 3 2 3 2 3 0 0 0 "e E e" "r r r" "z z z" "n n n" "o o o"
"87" "short_clip_Italian_DopoProve10_00_40_06_538" "r" "o" "z" "n" "e" "r" "o" "z" "n" "E" "r" "o" "z" "n" "E" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "True" "True" "True" "True" "True" "False" NA NA NA "Italian" 3 2 3 1 3 0 0 0 "e E E" "r r r" "z z z" "n n n" "o o o"
"88" "short_clip_Italian_MasoPazziShanghai_00_01_13_726" "r" "o" "z" "o" "a" "r" "o" "x" "n" "E" "r" "o" "z" "n" "a" "True" "True" "False" "False" "False" "True" "True" "False" "False" "False" "True" "True" "False" "True" "False" "True" "True" "True" "False" "True" NA "v: but more central" NA "Italian" 3 2 2 0 1 NA NA NA "a E a" "r r r" "z x z" "o n n" "o o o"
"89" "short_clip_Italian_NataleCucina02_00_00_12_042" "r" "o" "z" "n" "E" "r" "o" "z" "n" "E" "r" "o" "z" "n" "E" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" NA "v: shifts quality midway from lower to higher and unrounder." NA "Italian" 3 2 3 0 3 0 0 0 "E E E" "r r r" "z z z" "n n n" "o o o"
"90" "short_clip_Italian_NataleCucina02_00_04_56_129" "r" "o" "z" "n" "e" "r" "o" "h" "n" "E" "r" "o" "z" "n" "E" "True" "True" "False" "True" "False" "True" "True" "False" "True" "False" "True" "True" "False" "True" "True" "True" "True" "True" "True" "False" NA "o: not entirely sure about h." NA "Italian" 3 2 3 1 3 1 NA 1 "e E E" "r r r" "z h z" "n n n" "o o o"
"91" "short_clip_Italian_NataleCucina02_00_21_19_273" "r" "o" "z" "n" "a" "r" "o" "z" "n" "E" "r" "o" "z" "n" "a" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "True" NA NA NA "Italian" 3 2 3 0 1 0 0 0 "a E a" "r r r" "z z z" "n n n" "o o o"
"92" "short_clip_Italian_NataleCucina02_00_23_32_908" "r" "o" "z" "n" "e" "r" "o" "g" "n" "E" "r" "o" "z" "n" "e" "True" "True" "False" "True" "False" "True" "True" "False" "True" "False" "True" "True" "False" "True" "False" "True" "True" "True" "True" "True" NA "o: maybe its only the abruptness but seem to hear glottal. v: quite high." "v: could be E" "Italian" 3 2 3 2 3 NA 1 -1 "e E e" "r r r" "z g z" "n n n" "o o o"
"93" "short_clip_Italian_NataleCucina02_00_52_44_588" "r" "o" "z" "n" "e" "r" "o" "z" "n" "E" "r" "o" "z" "n" "e" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "True" NA NA NA "Italian" 3 2 3 2 3 0 0 0 "e E e" "r r r" "z z z" "n n n" "o o o"
"94" "short_clip_Lao_CONV_050815a_711096_714236" "r" "o" "z" "o" "@" "r" "o" "x" "n" "@" "r" "o" "z" "n" "@" "True" "True" "False" "False" "True" "True" "True" "False" "False" "True" "True" "True" "False" "True" "True" "True" "True" "True" "False" "True" NA NA NA "Lao" 3 2 2 3 0 NA NA NA "@ @ @" "r r r" "z x z" "o n n" "o o o"
"95" "short_clip_Lao_CONV_050815a_719446_725316" "r" "o" "z" "n" "@" "r" "o" "z" "n" "@" "r" "o" "h" "n" "@" "True" "True" "False" "True" "True" "True" "True" "True" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" NA NA NA "Lao" 3 2 3 3 0 1 NA 1 "@ @ @" "r r r" "z z h" "n n n" "o o o"
"96" "short_clip_Lao_CONV_050815b_1066091_1071771" "f" "o" "z" "n" "@" "l" "i" "x" "n" "E" "l" "o" "z" "n" "a" "False" "False" "False" "True" "False" "False" "False" "False" "True" "False" "True" "False" "False" "True" "False" "False" "True" "True" "True" "False" NA "v: sounds more central due to nasalization." NA "Lao" -1 1 3 1 1 NA NA NA "@ E a" "f l l" "z x z" "n n n" "o i o"
"97" "short_clip_Lao_CONV_050815b_1088321_1092651" "l" "o" "z" "n" "E" "r" "o" "z" "n" "E" "l" "o" "g" "n" "a" "False" "True" "False" "True" "False" "False" "True" "True" "True" "True" "False" "True" "False" "True" "False" "True" "True" "False" "True" "False" NA NA NA "Lao" 1 2 3 0 2 NA 1 -1 "E E a" "l r l" "z z g" "n n n" "o o o"
"98" "short_clip_Lao_CONV_050815b_1165842_1168672" "l" "o" "z" "n" "@" "l" "o" "z" "n" "@" "x" "x" "x" "x" "x" "False" "False" "False" "False" "False" "True" "True" "True" "True" "True" "False" "False" "False" "False" "False" "False" "False" "False" "False" "False" NA "p: strange low pitch." NA "Lao" NA NA NA NA NA NA NA NA "@ @ x" "l l x" "z z x" "n n x" "o o x"
"99" "short_clip_Lao_CONV_050815b_1182557_1190837" "l" "c" "z" "n" "x" "r" "c" "z" "n" "x" "l" "i" "z" "n" "@" "False" "False" "True" "True" "False" "False" "True" "True" "True" "True" "False" "False" "True" "True" "False" "True" "False" "True" "True" "False" NA NA NA "Lao" 1 -3 3 NA NA 0 0 0 "x x @" "l r l" "z z z" "n n n" "c c i"
"100" "short_clip_Lao_CONV_050815b_588220_605480" "r" "o" "g" "o" "a" "r" "o" "g" "n" "a" "r" "o" "g" "n" "a" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "True" "True" "True" "True" "True" "False" "True" NA "v: but towards E" NA "Lao" 3 2 2 0 0 NA 3 -3 "a a a" "r r r" "g g g" "o n n" "o o o"
"101" "short_clip_Lao_CONV_050815c_183844_186534" "r" "o" "z" "o" "e" "r" "o" "z" "n" "e" "r" "o" "z" "n" "e" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "True" "True" "True" "True" "True" "False" "True" NA NA "v: could be E" "Lao" 3 2 2 3 3 0 0 0 "e e e" "r r r" "z z z" "o n n" "o o o"
"102" "short_clip_Lao_CONV_050815c_189744_192344" "r" "o" "h" "n" "a" "l" "o" "h" "n" "@" "l" "o" "h" "n" "a" "False" "True" "True" "True" "False" "False" "True" "True" "True" "False" "True" "True" "True" "True" "False" "False" "True" "True" "True" "True" NA "p: psychoacoustically rising. v: affected by nasal, seems more low front than @" NA "Lao" 1 2 3 1 0 3 NA 3 "a @ a" "r l l" "h h h" "n n n" "o o o"
"103" "short_clip_Lao_CONV_050815c_237374_240844" "r" "o" "z" "n" "e" "r" "o" "z" "n" "E" "r" "o" "g" "n" "E" "True" "True" "False" "True" "False" "True" "True" "True" "True" "False" "True" "True" "False" "True" "True" "True" "True" "False" "True" "False" NA "v: good nasalized E." "v: could be a" "Lao" 3 2 3 1 3 NA 1 -1 "e E E" "r r r" "z z g" "n n n" "o o o"
"104" "short_clip_Lao_CONV_050815c_307054_310014" "r" "o" "z" "o" "@" "r" "o" "z" "n" "E" "r" "o" "g" "n" "@" "True" "True" "False" "False" "False" "True" "True" "True" "False" "False" "True" "True" "False" "True" "False" "True" "True" "False" "False" "True" NA NA NA "Lao" 3 2 2 2 1 NA 1 -1 "@ E @" "r r r" "z z g" "o n n" "o o o"
"105" "short_clip_Lao_CONV_050815f_260580_263350" "l" "o" "z" "o" "@" "l" "o" "z" "n" "a" "l" "o" "z" "n" "a" "True" "True" "True" "False" "False" "True" "True" "True" "False" "False" "True" "True" "True" "True" "True" "True" "True" "True" "False" "False" NA "p: sounds truncated. v: more central and higher." NA "Lao" 0 2 2 1 0 0 0 0 "@ a a" "l l l" "z z z" "o n n" "o o o"
"106" "short_clip_Lao_INTCN_111202n_843830_848220" "r" "o" "z" "o" "a" "r" "o" "z" "n" "@" "f" "o" "z" "n" "@" "False" "True" "True" "False" "False" "True" "True" "True" "False" "False" "False" "True" "True" "True" "True" "False" "True" "True" "False" "False" "rise-fall" "p: funny pitch, sounds LHM. v: but more front." "p: rise fall" "Lao" 1 2 2 2 0 0 0 0 "a @ @" "r r f" "z z z" "o n n" "o o o"
"107" "short_clip_Lao_INTCN_111202r_107480_113720_0148" "r" "c" "h" "n" "x" "r" "o" "z" "n" "x" "r" "c" "z" "n" "x" "True" "False" "False" "True" "True" "True" "False" "False" "True" "True" "True" "False" "True" "True" "True" "True" "True" "False" "True" "True" NA NA NA "Lao" 3 -2 3 NA NA 1 NA 1 "x x x" "r r r" "h z z" "n n n" "c o c"
"108" "short_clip_Lao_INTCN_111203l_744112_751972_1224" "r" "o" "z" "n" "E" "r" "o" "z" "n" "E" "r" "o" "h" "n" "a" "True" "True" "False" "True" "False" "True" "True" "True" "True" "True" "True" "True" "False" "True" "False" "True" "True" "False" "True" "False" NA "v: bit lower" NA "Lao" 3 2 3 0 2 1 NA 1 "E E a" "r r r" "z z h" "n n n" "o o o"
"109" "short_clip_Lao_INTCN_111204t_2026001_2029611" "r" "o" "z" "n" "E" "r" "o" "z" "n" "a" "r" "o" "z" "n" "a" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "True" "True" "True" "True" "True" "False" NA "v: very strongly nasalized makes vowel sound way higher." NA "Lao" 3 2 3 0 1 0 0 0 "E a a" "r r r" "z z z" "n n n" "o o o"
"110" "short_clip_Lao_INTCN_111204t_2052531_2055951" "r" "o" "z" "n" "@" "r" "o" "o" "n" "E" "r" "o" "h" "n" "a" "True" "True" "False" "True" "False" "True" "True" "False" "True" "False" "True" "True" "False" "True" "False" "True" "True" "False" "True" "False" NA "p: very exaggerated pitch. o: would code as zero but want to note glide-like quality hwE." NA "Lao" 3 2 3 1 1 1 NA 1 "@ E a" "r r r" "z o h" "n n n" "o o o"
"111" "short_clip_Lao_INTCN_111204t_364430_367780" "r" "o" "z" "n" "E" "r" "o" "z" "n" "E" "r" "o" "h" "n" "E" "True" "True" "False" "True" "True" "True" "True" "True" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" NA "v: bit lower and more central." "v: could be a" "Lao" 3 2 3 0 3 1 NA 1 "E E E" "r r r" "z z h" "n n n" "o o o"
"112" "short_clip_Lao_INTCN_111204u_3959081_3968138" "r" "o" "h" "n" "@" "r" "o" "h" "n" "x" "r" "i" "h" "n" "@" "True" "False" "True" "True" "False" "True" "True" "True" "True" "False" "True" "False" "True" "True" "False" "True" "False" "True" "True" "True" NA "o: not entirely sure about aspiration but I wouldn't transcribe this as mm." NA "Lao" 3 1 3 NA NA 3 NA 3 "@ x @" "r r r" "h h h" "n n n" "o o i"
"113" "short_clip_Lao_INTCN_111204u_4064451_4072621" "r" "o" "z" "n" "@" "r" "c" "z" "n" "x" "r" "o" "z" "n" "@" "True" "False" "True" "True" "False" "True" "False" "True" "True" "False" "True" "False" "True" "True" "False" "True" "True" "True" "True" "True" NA NA NA "Lao" 3 0 3 NA NA 0 0 0 "@ x @" "r r r" "z z z" "n n n" "o c o"
"114" "short_clip_Lao_INTCN_111204z_372491_375361" "r" "o" "z" "n" "@" "r" "i" "x" "n" "@" "r" "o" "z" "n" "E" "True" "False" "False" "True" "False" "True" "False" "False" "True" "True" "True" "False" "False" "True" "False" "True" "True" "True" "True" "False" NA "v: bit fronter." NA "Lao" 3 1 3 2 1 NA NA NA "@ @ E" "r r r" "z x z" "n n n" "o i o"
"115" "short_clip_Lao_INTCN_111204z_398471_405461" "r" "c" "z" "n" "x" "r" "i" "x" "x" "x" "r" "i" "z" "n" "@" "True" "False" "False" "False" "False" "True" "False" "False" "False" "True" "True" "True" "False" "False" "False" "True" "False" "True" "True" "False" NA "much inaudible" NA "Lao" 3 -2 NA NA NA NA NA NA "x x @" "r r r" "z x z" "n x n" "c i i"
"116" "short_clip_Lao_INTCN_111204z_758250_761630" "r" "o" "h" "n" "@" "r" "o" "h" "n" "E" "r" "o" "h" "n" "a" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" NA NA NA "Lao" 3 2 3 1 1 3 NA 3 "@ E a" "r r r" "h h h" "n n n" "o o o"
"117" "short_clip_MP_20070728JBvid01c_537360" "r" "o" "z" "n" "E" "r" "o" "x" "n" "@" "r" "o" "z" "n" "a" "True" "True" "False" "True" "False" "True" "True" "False" "True" "False" "True" "True" "False" "True" "False" "True" "True" "True" "True" "False" NA "v: but more front towards E." NA "MurrinyPatha" 3 2 3 1 1 NA NA NA "E @ a" "r r r" "z x z" "n n n" "o o o"
"118" "short_clip_MP_20090627JBvid01extract_134490_138210" "r" "o" "g" "n" "a" "r" "o" "x" "n" "a" "r" "o" "z" "n" "a" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" NA "v: again that strange echo, not sure about vowel ID." NA "MurrinyPatha" 3 2 3 0 0 NA NA NA "a a a" "r r r" "g x z" "n n n" "o o o"
"119" "short_clip_MP_20091121JBvid03_00-07-33-500" "r" "o" "z" "o" "a" "r" "o" "z" "n" "a" "r" "o" "z" "n" "a" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "True" "True" "True" "True" "True" "False" "True" NA "p: trails off a bit on the end, atypical. v: but higher, towards E and a bit more central." NA "MurrinyPatha" 3 2 2 0 0 0 0 0 "a a a" "r r r" "z z z" "o n n" "o o o"
"120" "short_clip_MP_20091121JBvid03_00-08-41-370" "r" "o" "z" "o" "a" "r" "o" "z" "n" "E" "r" "o" "z" "n" "E" "True" "True" "True" "False" "False" "True" "True" "True" "False" "False" "True" "True" "True" "True" "True" "True" "True" "True" "False" "False" NA NA NA "MurrinyPatha" 3 2 2 0 2 0 0 0 "a E E" "r r r" "z z z" "o n n" "o o o"
"121" "short_clip_MP_20091121JBvid03_00-09-07-120" "r" "o" "z" "n" "a" "r" "o" "x" "n" "@" "r" "o" "z" "n" "@" "True" "True" "False" "True" "False" "True" "True" "False" "True" "False" "True" "True" "False" "True" "True" "True" "True" "True" "True" "False" NA "v: but toward low front." NA "MurrinyPatha" 3 2 3 2 0 NA NA NA "a @ @" "r r r" "z x z" "n n n" "o o o"
"122" "short_clip_MP_20091121JBvid03_00-12-08-730" "r" "o" "z" "o" "a" "r" "o" "z" "n" "@" "r" "o" "z" "n" "E" "True" "True" "True" "False" "False" "True" "True" "True" "False" "False" "True" "True" "True" "True" "False" "True" "True" "True" "False" "False" NA "v: more front and low than @." NA "MurrinyPatha" 3 2 2 1 1 0 0 0 "a @ E" "r r r" "z z z" "o n n" "o o o"
"123" "short_clip_MP_20091121JBvid03_00-16-45-280" "r" "o" "z" "o" "@" "r" "o" "g" "n" "@" "r" "o" "z" "n" "@" "True" "True" "False" "False" "True" "True" "True" "False" "False" "True" "True" "True" "False" "True" "True" "True" "True" "True" "False" "True" NA NA NA "MurrinyPatha" 3 2 2 3 0 NA 1 -1 "@ @ @" "r r r" "z g z" "o n n" "o o o"
"124" "short_clip_MP_20091121JBvid03_1043612_1048972" "r" "o" "z" "n" "@" "r" "o" "g" "n" "@" "r" "o" "g" "n" "a" "True" "True" "False" "True" "False" "True" "True" "False" "True" "True" "True" "True" "True" "True" "False" "True" "True" "False" "True" "False" NA "v: but bit fronter and lower than @, toward E." NA "MurrinyPatha" 3 2 3 2 0 NA 2 -2 "@ @ a" "r r r" "z g g" "n n n" "o o o"
"125" "short_clip_MP_20091121JBvid03_1096888_1104140" "r" "o" "z" "o" "@" "r" "o" "x" "x" "a" "r" "o" "z" "n" "a" "True" "True" "False" "False" "False" "True" "True" "False" "False" "False" "True" "True" "False" "False" "True" "True" "True" "True" "False" "False" NA "v: muffled sound" NA "MurrinyPatha" 3 2 NA 1 0 NA NA NA "@ a a" "r r r" "z x z" "o x n" "o o o"
"126" "short_clip_MP_20091121JBvid03_1226537_1234320" "r" "o" "z" "o" "@" "r" "o" "z" "n" "@" "r" "o" "g" "n" "@" "True" "True" "False" "False" "True" "True" "True" "True" "False" "True" "True" "True" "False" "True" "True" "True" "True" "False" "False" "True" NA NA NA "MurrinyPatha" 3 2 2 3 0 NA 1 -1 "@ @ @" "r r r" "z z g" "o n n" "o o o"
"127" "short_clip_MP_20091121JBvid03_1357791_1361887" "r" "o" "z" "n" "a" "r" "o" "z" "n" "@" "r" "o" "g" "n" "a" "True" "True" "False" "True" "False" "True" "True" "True" "True" "False" "True" "True" "False" "True" "False" "True" "True" "False" "True" "True" NA NA NA "MurrinyPatha" 3 2 3 1 0 NA 1 -1 "a @ a" "r r r" "z z g" "n n n" "o o o"
"128" "short_clip_MP_20091121JBvid03_1569126_1573792" "l" "o" "z" "o" "a" "r" "o" "z" "n" "a" "l" "o" "g" "n" "a" "False" "True" "False" "False" "True" "False" "True" "True" "False" "True" "False" "True" "False" "True" "True" "True" "True" "False" "False" "True" NA "v: but bit higher." NA "MurrinyPatha" 1 2 2 0 0 NA 1 -1 "a a a" "l r l" "z z g" "o n n" "o o o"
"129" "short_clip_MP_20100814_JB_video_03_2900450_2905620" "r" "o" "g" "o" "@" "r" "o" "g" "n" "@" "r" "o" "z" "n" "@" "True" "True" "False" "False" "True" "True" "True" "True" "False" "True" "True" "True" "False" "True" "True" "True" "True" "False" "False" "True" NA "v: but fronter towards E." NA "MurrinyPatha" 3 2 2 3 0 NA 2 -2 "@ @ @" "r r r" "g g z" "o n n" "o o o"
"130" "short_clip_MP_20100814_JB_video_03_2959595_2967135" "r" "o" "z" "n" "@" "r" "o" "z" "n" "@" "r" "o" "g" "n" "@" "True" "True" "False" "True" "True" "True" "True" "True" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" NA "v: but fronter towards E." NA "MurrinyPatha" 3 2 3 3 0 NA 1 -1 "@ @ @" "r r r" "z z g" "n n n" "o o o"
"131" "short_clip_MP_20100814_JB_video_03_3164670_3169366" "l" "o" "z" "o" "a" "r" "o" "h" "n" "a" "f" "o" "g" "n" "a" "False" "True" "False" "False" "True" "False" "True" "False" "False" "True" "False" "True" "False" "True" "True" "False" "True" "False" "False" "True" NA "v: towards central, doubting whether to choose @." NA "MurrinyPatha" 0 2 2 0 0 NA NA 0 "a a a" "l r f" "z h g" "o n n" "o o o"
"132" "short_clip_MP_20110730_JB_video_GYHM100_04_1031131_1034469" "r" "o" "z" "o" "e" "r" "i" "x" "x" "@" "r" "o" "z" "n" "a" "True" "False" "False" "False" "False" "True" "False" "False" "False" "False" "True" "False" "False" "False" "False" "True" "True" "True" "False" "False" NA "v: dont trust because of overlap." NA "MurrinyPatha" 3 1 NA 2 1 NA NA NA "e @ a" "r r r" "z x z" "o x n" "o i o"
"133" "short_clip_MP_20110730_JB_video_GYHM100_04_1335000_1337970" "r" "o" "z" "n" "@" "r" "i" "h" "n" "a" "l" "o" "z" "n" "a" "False" "False" "False" "True" "False" "True" "False" "False" "True" "False" "False" "False" "False" "True" "True" "False" "True" "True" "True" "False" NA "o: sounds like mh with incomplete closure. v: nearing @, so higher and more central than a." NA "MurrinyPatha" 2 1 3 1 0 1 NA 1 "@ a a" "r r l" "z h z" "n n n" "o i o"
